category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Metabolism,Carbohydrate metabolism,hsa00010,Glycolysis / Gluconeogenesis,6/29,67/1700,0.08955223880597014,5.2496139989706645,4.674135050941628,6.946899285504753e-4,0.021077411173419536,0.01454868760891771,2597/2023/7167/3939/5315/3945,6
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,8/29,138/1700,0.057971014492753624,3.3983008495752123,3.8708839669242354,0.0015259671326036295,0.021077411173419536,0.01454868760891771,4711/7388/54539/29796/1350/9296/1345/8992,8
Organismal Systems,Circulatory system,hsa04260,Cardiac muscle contraction,4/29,31/1700,0.12903225806451613,7.563959955506117,4.857648264136984,0.0015646029436460274,0.021077411173419536,0.01454868760891771,7388/29796/1350/1345,4
Environmental Information Processing,Signal transduction,hsa04066,HIF-1 signaling pathway,4/29,33/1700,0.12121212121212122,7.105538140020899,4.664666313715781,0.0019870939039704333,0.021077411173419536,0.01454868760891771,2597/2023/3939/3945,4
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,6/29,82/1700,0.07317073170731707,4.2893187552565175,4.020972401977332,0.0020390033196944256,0.021077411173419536,0.01454868760891771,4711/7388/54539/29796/1350/1345,6
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,7/29,112/1700,0.0625,3.663793103448276,3.8414193168291697,0.002073187984270774,0.021077411173419536,0.01454868760891771,2597/4711/7388/54539/29796/1350/1345,7
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,7/29,118/1700,0.059322033898305086,3.4774985388661603,3.674164820321724,0.0028103996192106752,0.024490625253121595,0.016904659363673233,2597/4711/7388/54539/29796/1350/1345,7
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,6/29,101/1700,0.0594059405940594,3.482417207237965,3.387807236983193,0.005881683452548336,0.04391271994890181,0.03031076441684335,4711/7388/54539/29796/1350/1345,6
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,6/29,103/1700,0.05825242718446602,3.4147974556411116,3.3300773962067254,0.006478925894100267,0.04391271994890181,0.03031076441684335,4711/7388/54539/29796/1350/1345,6
Metabolism,Global and overview maps,hsa01230,Biosynthesis of amino acids,5/29,75/1700,0.06666666666666667,3.908045977011494,3.3924439504729333,0.007562347537259348,0.045367933263949375,0.0313152257214491,6888/2597/2023/7167/5315,5
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,6/29,110/1700,0.05454545454545454,3.197492163009404,3.1385754890352935,0.008924839330612992,0.045367933263949375,0.0313152257214491,4711/7388/54539/29796/1350/1345,6
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,6/29,110/1700,0.05454545454545454,3.197492163009404,3.1385754890352935,0.008924839330612992,0.045367933263949375,0.0313152257214491,4711/7388/54539/29796/1350/1345,6
