category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,20/58,82/1700,0.24390243902439024,7.1488645920941964,10.723503717146984,1.947673131272844e-13,1.674998892894646e-11,1.4556293928460205e-11,1340/10975/7381/4708/4694/1350/1345/29796/1327/4713/4718/126328/1337/1329/1351/4695/4715/1347/4697/1349,20
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,22/58,118/1700,0.1864406779661017,5.464640561075394,9.44600942094694,3.3606588733892048e-12,1.4450833155573581e-10,1.255825157950703e-10,1340/10975/7381/4708/5160/4694/1350/1345/29796/1327/4713/2597/4718/126328/1337/1329/1351/4695/4715/1347/4697/1349,22
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,21/58,110/1700,0.19090909090909092,5.595611285266458,9.364081340038346,7.59244252167418e-12,1.5798337328619274e-10,1.3729277237845392e-10,2882/1340/10975/7381/4708/4694/1350/1345/29796/1327/4713/4718/126328/1337/1329/1351/4695/4715/1347/4697/1349,21
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,21/58,110/1700,0.19090909090909092,5.595611285266458,9.364081340038346,7.59244252167418e-12,1.5798337328619274e-10,1.3729277237845392e-10,2882/1340/10975/7381/4708/4694/1350/1345/29796/1327/4713/4718/126328/1337/1329/1351/4695/4715/1347/4697/1349,21
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,23/58,138/1700,0.16666666666666666,4.885057471264368,8.945828867336676,1.1003755387477375e-11,1.5798337328619274e-10,1.3729277237845392e-10,8992/1340/10975/7381/4708/4694/1350/529/1345/29796/1327/4713/4718/126328/1337/1329/1351/4695/4715/9550/1347/4697/1349,23
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,21/58,112/1700,0.1875,5.495689655172414,9.2492005353787,1.102209581066461e-11,1.5798337328619274e-10,1.3729277237845392e-10,1340/10975/7381/4708/4694/1350/1345/29796/1327/4713/2597/4718/126328/1337/1329/1351/4695/4715/1347/4697/1349,21
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,20/58,101/1700,0.19801980198019803,5.804028678729942,9.353327824791789,1.3644088360017746e-11,1.6762737128021804e-10,1.456737253475579e-10,1340/10975/7381/4708/4694/1350/1345/29796/1327/4713/4718/126328/1337/1329/1351/4695/4715/1347/4697/1349,20
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,20/58,103/1700,0.1941747572815534,5.691329092735185,9.229669789270167,2.012533329422831e-11,2.1634733291295432e-10,1.8801298209081712e-10,1340/10975/7381/4708/4694/1350/1345/29796/1327/4713/4718/126328/1337/1329/1351/4695/4715/1347/4697/1349,20
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,21/58,117/1700,0.1794871794871795,5.260831122900089,8.973686736874008,2.7018895591480437e-11,2.581805578741464e-10,2.243674370754516e-10,2882/1340/10975/7381/4708/4694/1350/1345/29796/1327/4713/4718/126328/1337/1329/1351/4695/4715/1347/4697/1349,21
Organismal Systems,Circulatory system,hsa04260,Cardiac muscle contraction,12/58,31/1700,0.3870967741935484,11.345939933259176,10.923120911988494,6.617991733215968e-11,5.691472890565733e-10,4.946078032192988e-10,1340/10975/7381/1350/1345/29796/1327/1337/1329/1351/1347/1349,12
Organismal Systems,Environmental adaptation,hsa04714,Thermogenesis,20/58,130/1700,0.15384615384615385,4.5092838196286475,7.822840108303968,1.7587823327100789e-9,1.3750480055733343e-8,1.194962159066178e-8,1340/10975/7381/4708/4694/1350/1345/29796/1327/4713/4718/126328/1337/1329/1351/4695/4715/1347/4697/1349,20
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,20/58,140/1700,0.14285714285714285,4.1871921182266005,7.396633007979104,6.897143559036381e-9,4.942952883976073e-8,4.29558940957529e-8,1340/10975/7381/4708/4694/1350/1345/29796/1327/4713/4718/126328/1337/1329/1351/4695/4715/1347/4697/1349,20
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,8/58,63/1700,0.12698412698412698,3.7219485495347566,4.136661236887824,0.0010027039104463795,0.006633272022952972,0.005764532602566231,4708/4694/4713/4718/126328/4695/4715/4697,8
Environmental Information Processing,Signal transduction,hsa04066,HIF-1 signaling pathway,5/58,33/1700,0.15151515151515152,4.440961337513062,3.750533705732514,0.00442825044747997,0.027202109891662673,0.023639532463990816,5209/226/5160/2023/2597,5
