category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,48/226,82/1700,0.5853658536585366,4.4031944744226195,12.365355372335852,2.182333966839303e-23,3.491734346942885e-21,3.0322956170819793e-21,1340/29796/1350/1351/4714/9377/1345/27089/1349/7381/1337/1327/10975/1347/7388/4725/1329/4697/4694/7386/51079/54205/374291/4696/4716/1537/4708/4707/4713/7384/4709/4706/4728/55967/4718/4700/4695/4729/126328/6390/4726/6392/54539/4715/4717/4711/4710/9167,48
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,61/226,138/1700,0.4420289855072464,3.324996793638579,11.153818006876566,3.4564576344771775e-21,2.765166107581742e-19,2.4013284618473023e-19,9296/533/1340/29796/1350/64077/1351/4714/9377/1345/27089/1349/7381/5464/1337/1327/10975/8992/1347/7388/4725/1329/4697/4694/535/7386/51079/54205/374291/4696/4716/9114/9550/1537/4708/4707/4713/7384/155066/4709/4706/4728/55967/4718/1353/4700/4695/4729/126328/526/6390/4726/6392/54539/537/4715/4717/4711/4710/9167/10063,61
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,51/226,112/1700,0.45535714285714285,3.425252844500632,10.395441820372499,2.603087575674838e-18,1.3617670592317214e-16,1.1825871830170214e-16,2597/1340/29796/1350/1351/4714/9377/1345/27089/1349/7381/1337/1327/10975/1347/7388/4725/5743/1329/4697/4694/7386/51079/54205/374291/4696/4716/1537/4708/4707/4713/7384/4709/4706/4728/55967/4718/4700/4695/4729/126328/6390/4726/6392/54539/4715/4717/4711/4710/9167/3028,51
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,48/226,101/1700,0.4752475247524752,3.5748707614124244,10.444654006812307,3.4044176480793035e-18,1.3617670592317214e-16,1.1825871830170214e-16,1340/29796/1350/1351/4714/9377/1345/27089/1349/7381/1337/1327/10975/1347/7388/4725/1329/4697/4694/7386/51079/54205/374291/4696/4716/1537/4708/4707/4713/7384/4709/4706/4728/55967/4718/4700/4695/4729/126328/6390/4726/6392/54539/4715/4717/4711/4710/9167,48
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,52/226,117/1700,0.4444444444444444,3.343166175024582,10.28152959869815,4.318560056390996e-18,1.3819392180451187e-16,1.2001051104076032e-16,2876/1340/29796/1350/1351/4714/9377/1345/27089/1349/7381/1337/1327/10975/1347/7388/4725/5743/1329/4697/4694/7386/51079/54205/374291/4696/4716/1537/2882/4708/4707/4713/7384/4709/4706/4728/55967/4718/4700/4695/4729/126328/6390/4726/6392/54539/4715/4717/4711/4710/9167/3028,52
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,50/226,110/1700,0.45454545454545453,3.419147224456959,10.269806175337376,6.6217718994507254e-18,1.5135478627315944e-16,1.3143968281616478e-16,2876/1340/29796/1350/1351/4714/9377/1345/27089/1349/7381/1337/1327/10975/1347/7388/4725/1329/4697/4694/7386/51079/54205/374291/4696/4716/1537/2882/4708/4707/4713/7384/4709/4706/4728/55967/4718/4700/4695/4729/126328/6390/4726/6392/54539/4715/4717/4711/4710/9167,50
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,50/226,110/1700,0.45454545454545453,3.419147224456959,10.269806175337376,6.6217718994507254e-18,1.5135478627315944e-16,1.3143968281616478e-16,2876/1340/29796/1350/1351/4714/9377/1345/27089/1349/7381/1337/1327/10975/1347/7388/4725/1329/4697/4694/7386/51079/54205/374291/4696/4716/1537/2882/4708/4707/4713/7384/4709/4706/4728/55967/4718/4700/4695/4729/126328/6390/4726/6392/54539/4715/4717/4711/4710/9167,50
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,48/226,103/1700,0.46601941747572817,3.5054557951714065,10.269636369458649,9.567967528710677e-18,1.9135935057421354e-16,1.6618048865655386e-16,1340/29796/1350/1351/4714/9377/1345/27089/1349/7381/1337/1327/10975/1347/7388/4725/1329/4697/4694/7386/51079/54205/374291/4696/4716/1537/4708/4707/4713/7384/4709/4706/4728/55967/4718/4700/4695/4729/126328/6390/4726/6392/54539/4715/4717/4711/4710/9167,48
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,49/226,118/1700,0.4152542372881356,3.123593820308985,9.36076589829295,1.5204626646482591e-15,2.703044737152461e-14,2.3473809559481897e-14,2597/1340/29796/1350/1351/4714/9377/1345/27089/1349/7381/1337/1376/1327/10975/1347/7388/4725/1329/4697/4694/7386/51079/374291/4696/4716/1537/4708/4707/4713/7384/4709/4706/4728/55967/4718/4700/4695/4729/126328/6390/4726/6392/54539/4715/4717/4711/4710/9167,49
Organismal Systems,Environmental adaptation,hsa04714,Thermogenesis,50/226,130/1700,0.38461538461538464,2.8931245745405043,8.792314417326098,3.143013567671943e-14,5.028821708275109e-13,4.3671346413968053e-13,1340/29796/1350/1351/4714/9377/1345/27089/1349/7381/1337/1376/1327/10975/1347/7388/4725/1329/4697/4694/7386/51079/374291/4696/4716/1537/4708/4707/4713/7384/4709/4706/4728/55967/4718/1353/4700/4695/4729/126328/6390/4726/6392/54539/4715/4717/4711/4710/9167/10063,50
