category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Infectious disease: bacterial,hsa05131,Shigellosis,4/34,20/1700,0.2,10,5.782311924769821,5.159342777193841e-4,0.04301585896855645,0.0354692170442483,23236/5336/5335/3098,4
Organismal Systems,Immune system,hsa04613,Neutrophil extracellular trap formation,3/34,10/1700,0.3,15,6.341373490930752,7.97745085205492e-4,0.04301585896855645,0.0354692170442483,23236/5336/5335,3
Organismal Systems,Immune system,hsa04666,Fc gamma R-mediated phagocytosis,4/34,25/1700,0.16,8,5.035693492978289,0.001254636939185993,0.04301585896855645,0.0354692170442483,5336/8613/5335/8605,4
Organismal Systems,Sensory system,hsa04750,Inflammatory mediator regulation of TRP channels,4/34,28/1700,0.14285714285714285,7.142857142857142,4.680906260946996,0.001945987499763634,0.04301585896855645,0.0354692170442483,23236/5336/5335/8605,4
Organismal Systems,Immune system,hsa04664,Fc epsilon RI signaling pathway,3/34,14/1700,0.21428571428571427,10.714285714285714,5.212484239004546,0.0022904273686636524,0.04301585896855645,0.0354692170442483,5336/5335/8605,3
Human Diseases,Endocrine and metabolic disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,3/34,14/1700,0.21428571428571427,10.714285714285714,5.212484239004546,0.0022904273686636524,0.04301585896855645,0.0354692170442483,23236/5336/5335,3
Environmental Information Processing,Signal transduction,hsa04014,Ras signaling pathway,4/34,30/1700,0.13333333333333333,6.666666666666666,4.472277135929898,0.002531689894630104,0.04301585896855645,0.0354692170442483,5336/51365/5335/8605,4
Environmental Information Processing,Signal transduction,hsa04072,Phospholipase D signaling pathway,5/34,51/1700,0.09803921568627451,4.901960784313725,4.040697230393811,0.0028677239312370965,0.04301585896855645,0.0354692170442483,23236/5336/8613/5335/8605,5
Environmental Information Processing,Signal transduction,hsa04370,VEGF signaling pathway,3/34,16/1700,0.1875,9.375,4.806981081121147,0.003428367625724603,0.04571156834299471,0.037691994949486864,5336/5335/8605,3
Metabolism,Energy metabolism,hsa00910,Nitrogen metabolism,3/34,17/1700,0.17647058823529413,8.823529411764707,4.63002964496979,0.004106340918665071,0.04927609102398085,0.04063116277415965,2752/762/11238,3
