category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,12/31,82/1700,0.14634146341463414,8.025177025963806,8.884322356156739,4.75067917834235e-9,2.644338528287114e-7,1.8998589259205668e-7,9377/55967/4708/10975/27089/4728/4710/1345/54539/1340/1347/4697,12
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,13/31,110/1700,0.11818181818181818,6.480938416422287,8.09845308847665,1.3379717943099034e-8,2.644338528287114e-7,1.8998589259205668e-7,9377/55967/4708/10975/27089/2876/4728/4710/1345/54539/1340/1347/4697,13
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,13/31,110/1700,0.11818181818181818,6.480938416422287,8.09845308847665,1.3379717943099034e-8,2.644338528287114e-7,1.8998589259205668e-7,9377/55967/4708/10975/27089/2876/4728/4710/1345/54539/1340/1347/4697,13
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,13/31,112/1700,0.11607142857142858,6.36520737327189,8.004231539796644,1.6789450973251517e-8,2.644338528287114e-7,1.8998589259205668e-7,2597/9377/55967/4708/10975/27089/4728/4710/1345/54539/1340/1347/4697,13
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,14/31,140/1700,0.1,5.483870967741935,7.5457809392826105,2.7531315668338782e-8,2.905210092558144e-7,2.087285446616545e-7,9377/55967/9446/4708/10975/27089/4728/4710/1345/4259/54539/1340/1347/4697,14
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,13/31,117/1700,0.1111111111111111,6.093189964157706,7.778425851309704,2.9027038252125678e-8,2.905210092558144e-7,2.087285446616545e-7,9377/55967/4708/10975/27089/2876/4728/4710/1345/54539/1340/1347/4697,13
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,13/31,118/1700,0.11016949152542373,6.041552761071624,7.73484203311068,3.228011213953494e-8,2.905210092558144e-7,2.087285446616545e-7,2597/9377/55967/4708/10975/27089/4728/4710/1345/54539/1340/1347/4697,13
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,12/31,101/1700,0.1188118811881188,6.51549025870329,7.7869958800137775,5.5610655998106256e-8,4.379339159850868e-7,3.146392378840223e-7,9377/55967/4708/10975/27089/4728/4710/1345/54539/1340/1347/4697,12
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,12/31,103/1700,0.11650485436893204,6.388975884747886,7.688148484585324,6.979589356908285e-8,4.885712549835799e-7,3.5102028344684953e-7,9377/55967/4708/10975/27089/4728/4710/1345/54539/1340/1347/4697,12
Organismal Systems,Environmental adaptation,hsa04714,Thermogenesis,13/31,130/1700,0.1,5.483870967741935,7.248102467215878,1.0696817689197073e-7,6.738995144194156e-7,4.841717480373413e-7,11343/9377/55967/4708/10975/27089/4728/4710/1345/54539/1340/1347/4697,13
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,13/31,138/1700,0.09420289855072464,5.165965404394576,6.95607179091402,2.216867931069934e-7,1.269660724158235e-6,9.122040290527003e-7,9377/55967/4708/10975/27089/4728/9296/4710/1345/54539/1340/1347/4697,13
Organismal Systems,Circulatory system,hsa04260,Cardiac muscle contraction,6/31,31/1700,0.1935483870967742,10.613943808532778,7.360437444434759,1.185604209263151e-5,6.224422098631544e-5,4.472015877045219e-5,9377/10975/27089/1345/1340/1347,6
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,7/31,63/1700,0.1111111111111111,6.093189964157706,5.612872508178443,8.938592527496526e-5,4.3317794556329317e-4,3.112222499452232e-4,11343/55967/4708/4728/4710/54539/4697,7
Metabolism,Metabolism of other amino acids,hsa00480,Glutathione metabolism,5/31,59/1700,0.0847457627118644,4.647348277747403,3.885065261378268,0.0036029525064838618,0.01621328627917738,0.011648643442015492,9446/2876/2879/4259/2950,5
Human Diseases,Drug resistance: antineoplastic,hsa01524,Platinum drug resistance,3/31,24/1700,0.125,6.854838709677419,3.935799056311329,0.008578137540903275,0.036028177671793754,0.025884906263778304,9446/4259/2950,3
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,3/31,27/1700,0.1111111111111111,6.093189964157706,3.6347383586511977,0.01194623290456596,0.047038292061728465,0.033795264137916864,9446/4259/2950,3
