category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Circulatory system,hsa04260,Cardiac muscle contraction,3/8,31/1700,0.0967741935483871,20.564516129032256,7.557241373413224,2.8938095813457683e-4,0.006655762037095267,0.0033507268836635213,9167/7381/1327,3
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,3/8,82/1700,0.036585365853658534,7.774390243902438,4.322444065724234,0.005083177150217189,0.03606487401450474,0.018156229480986375,9167/7381/1327,3
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,3/8,101/1700,0.0297029702970297,6.311881188118812,3.783783779473548,0.00916064409873217,0.03606487401450474,0.018156229480986375,9167/7381/1327,3
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,3/8,103/1700,0.02912621359223301,6.189320388349515,3.735236826119649,0.0096770975219218,0.03606487401450474,0.018156229480986375,9167/7381/1327,3
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,3/8,110/1700,0.02727272727272727,5.795454545454545,3.574942515512158,0.011621939091544844,0.03606487401450474,0.018156229480986375,9167/7381/1327,3
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,3/8,110/1700,0.02727272727272727,5.795454545454545,3.574942515512158,0.011621939091544844,0.03606487401450474,0.018156229480986375,9167/7381/1327,3
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,3/8,112/1700,0.026785714285714284,5.691964285714286,3.531668758496638,0.012217451251616886,0.03606487401450474,0.018156229480986375,9167/7381/1327,3
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,3/8,117/1700,0.02564102564102564,5.448717948717949,3.427905565292691,0.013785144522348051,0.03606487401450474,0.018156229480986375,9167/7381/1327,3
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,3/8,118/1700,0.025423728813559324,5.402542372881356,3.4078683745685567,0.01411234200567577,0.03606487401450474,0.018156229480986375,9167/7381/1327,3
Organismal Systems,Environmental adaptation,hsa04714,Thermogenesis,3/8,130/1700,0.023076923076923078,4.903846153846154,3.1838752855689374,0.018400732116296913,0.0423216838674829,0.021306110871501693,9167/7381/1327,3
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,3/8,138/1700,0.021739130434782608,4.619565217391305,3.0492774225218633,0.02163805330390232,0.04311634137315844,0.021706167281681593,9167/7381/1327,3
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,3/8,140/1700,0.02142857142857143,4.553571428571429,3.0172289886958565,0.022495482455560923,0.04311634137315844,0.021706167281681593,9167/7381/1327,3
