category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,58/315,82/1700,0.7073170731707317,3.817266744096012,12.467308782108699,1.9542843227110879e-26,3.048683543429297e-24,2.6331409821791502e-24,1327/1351/1350/1340/1329/1347/1345/9377/7381/27089/54205/1349/7388/4697/4729/4725/4708/1337/4709/29796/4694/4713/10975/54539/4701/4700/4714/1537/4716/4726/4718/4695/4717/6390/4710/6391/55967/126328/4715/4706/4711/7384/374291/6392/7386/4720/4728/4707/4696/4712/9167/4698/4723/4722/4702/7385/4724/4705,58
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,71/315,138/1700,0.5144927536231884,2.7766275592362546,10.38060110410068,3.5345632671080416e-20,2.7569593483442726e-18,2.3811794641569967e-18,1327/1351/1350/533/9296/1340/1329/1347/1345/9377/7381/27089/54205/1349/7388/8992/4697/4729/4725/4708/1337/4709/29796/4694/4713/10975/9114/54539/4701/4700/9550/4714/1537/4716/4726/4718/4695/4717/10063/526/6390/155066/64077/4710/6391/55967/126328/4715/4706/537/4711/7384/374291/6392/7386/529/4720/4728/5464/4707/4696/4712/9167/4698/10312/4723/4722/4702/7385/4724/4705,71
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,58/315,101/1700,0.5742574257425742,3.099167059563099,10.37075888823722,1.5633616370977476e-19,8.129480512908287e-18,7.021413668368832e-18,1327/1351/1350/1340/1329/1347/1345/9377/7381/27089/54205/1349/7388/4697/4729/4725/4708/1337/4709/29796/4694/4713/10975/54539/4701/4700/4714/1537/4716/4726/4718/4695/4717/6390/4710/6391/55967/126328/4715/4706/4711/7384/374291/6392/7386/4720/4728/4707/4696/4712/9167/4698/4723/4722/4702/7385/4724/4705,58
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,58/315,103/1700,0.5631067961165048,3.038989058406534,10.179070661808867,5.887635512384969e-19,1.924889089994709e-17,1.662522290953595e-17,1327/1351/1350/1340/1329/1347/1345/9377/7381/27089/54205/1349/7388/4697/4729/4725/4708/1337/4709/29796/4694/4713/10975/54539/4701/4700/4714/1537/4716/4726/4718/4695/4717/6390/4710/6391/55967/126328/4715/4706/4711/7384/374291/6392/7386/4720/4728/4707/4696/4712/9167/4698/4723/4722/4702/7385/4724/4705,58
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,61/315,112/1700,0.5446428571428571,2.939342403628118,10.124307687310953,6.169516314085606e-19,1.924889089994709e-17,1.662522290953595e-17,2597/1327/1351/1350/1340/1329/1347/1345/9377/7381/27089/54205/1349/7388/4697/4729/4725/4708/1337/4709/29796/4694/4713/10975/54539/4701/4700/4714/1537/4716/4023/4726/4718/4695/4717/6390/4710/6391/55967/126328/4715/4706/4711/7384/374291/6392/7386/4720/4728/4707/4696/4712/9167/4698/4723/4722/4702/7385/4724/4705/3028,61
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,60/315,110/1700,0.5454545454545454,2.9437229437229435,10.049841703118886,1.1457035027168008e-18,2.55328209176887e-17,2.205263884928579e-17,2876/1327/1351/1350/1340/1329/1347/1345/9377/7381/27089/54205/1349/7388/4697/4729/4725/4708/1337/4709/29796/4694/4713/10975/54539/4701/4700/4714/1537/4716/4726/4718/4695/4717/6390/4710/6391/55967/126328/4715/4706/4711/7384/374291/6392/7386/4720/4728/2878/4707/4696/4712/9167/4698/4723/4722/4702/7385/4724/4705,60
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,60/315,110/1700,0.5454545454545454,2.9437229437229435,10.049841703118886,1.1457035027168008e-18,2.55328209176887e-17,2.205263884928579e-17,2876/1327/1351/1350/1340/1329/1347/1345/9377/7381/27089/54205/1349/7388/4697/4729/4725/4708/1337/4709/29796/4694/4713/10975/54539/4701/4700/4714/1537/4716/4726/4718/4695/4717/6390/4710/6391/55967/126328/4715/4706/4711/7384/374291/6392/7386/4720/4728/2878/4707/4696/4712/9167/4698/4723/4722/4702/7385/4724/4705,60
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,61/315,117/1700,0.5213675213675214,2.8137294803961472,9.692862793452385,1.1522596915109132e-17,2.2469063984462807e-16,1.9406479014920645e-16,2876/1327/1351/1350/1340/1329/1347/1345/9377/7381/27089/54205/1349/7388/4697/4729/4725/4708/1337/4709/29796/4694/4713/10975/54539/4701/4700/4714/1537/4716/4726/4718/4695/4717/6390/4710/6391/55967/126328/4715/4706/4711/7384/374291/6392/7386/4720/4728/2878/4707/4696/4712/9167/4698/4723/4722/4702/7385/4724/4705/3028,61
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,60/315,118/1700,0.5084745762711864,2.744148506860371,9.363717532235272,1.1101696457896565e-16,1.924294052702071e-15,1.6620083586090766e-15,2597/1327/1351/1350/1340/1329/1347/1345/9377/7381/27089/1349/7388/4697/4729/4725/4708/1337/4709/29796/4694/4713/10975/54539/4701/4700/4714/1537/4716/4726/4718/4695/4717/6390/4710/6391/55967/2936/126328/4715/4706/4711/7384/374291/6392/7386/2673/4720/4728/4707/4696/4712/9167/4698/4723/4722/4702/7385/4724/4705,60
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,65/315,140/1700,0.4642857142857143,2.505668934240363,8.866623920844289,1.7512073328086696e-15,2.7318834391815245e-14,2.3595214589422074e-14,1327/1351/1350/9446/4259/1340/1329/1347/1345/9377/7381/27089/1349/7388/4697/4729/4725/4708/1337/4709/29796/4694/4713/1728/10975/10327/54539/4701/3162/4700/4714/1537/4716/4726/4718/4695/4717/6390/4710/6391/55967/126328/4715/4706/4711/7384/374291/6392/7386/4720/4728/4707/4696/4258/4712/2948/9167/4698/873/4723/4722/4702/7385/4724/4705,65
