category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,26/82,82/1700,0.3170731707317073,6.573468173706127,11.642803025036827,2.1289022025910272e-16,2.3843704669019505e-14,1.904807233897235e-14,1350/4729/7381/29796/1340/7388/4695/1351/1327/4709/54205/27089/1329/1345/4700/4694/4725/1337/4726/126328/9377/4717/4711/54539/4728/4718,26
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,31/82,138/1700,0.2246376811594203,4.657122658183104,10.08678843976891,7.228696739528319e-15,4.0480701741358583e-13,3.2338906466310897e-13,1350/4729/7381/29796/1340/7388/8992/4695/1351/9296/1327/4709/54205/27089/1329/1345/533/4700/4694/4725/1337/10063/4726/126328/537/9377/4717/4711/54539/4728/4718,31
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,28/82,112/1700,0.25,5.182926829268292,10.308094396091157,1.1656255801745454e-14,4.3516688326516366e-13,3.476427168941627e-13,2597/5743/1350/4729/7381/29796/1340/7388/4695/1351/1327/4709/54205/27089/1329/1345/4700/4694/4725/1337/4726/126328/9377/4717/4711/54539/4728/4718,28
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,26/82,101/1700,0.25742574257425743,5.3368751509297265,10.114111380814814,6.35076304972641e-14,1.7782136539233948e-12,1.4205654190177497e-12,1350/4729/7381/29796/1340/7388/4695/1351/1327/4709/54205/27089/1329/1345/4700/4694/4725/1337/4726/126328/9377/4717/4711/54539/4728/4718,26
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,26/82,103/1700,0.2524271844660194,5.233246507222353,9.975945548842088,1.0649476602187324e-13,2.3854827588899605e-12,1.905695813022995e-12,1350/4729/7381/29796/1340/7388/4695/1351/1327/4709/54205/27089/1329/1345/4700/4694/4725/1337/4726/126328/9377/4717/4711/54539/4728/4718,26
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,27/82,117/1700,0.23076923076923078,4.784240150093809,9.546529515286466,3.474472541714788e-13,6.485682077867605e-12,5.181230983258895e-12,5743/1350/4729/7381/29796/1340/7388/4695/1351/1327/4709/54205/27089/1329/1345/4700/4694/4725/1337/4726/126328/9377/4717/4711/54539/4728/4718,27
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,26/82,110/1700,0.23636363636363636,4.900221729490022,9.51922155648143,5.889152161777632e-13,8.244813026488685e-12,6.586551759882878e-12,1350/4729/7381/29796/1340/7388/4695/1351/1327/4709/54205/27089/1329/1345/4700/4694/4725/1337/4726/126328/9377/4717/4711/54539/4728/4718,26
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,26/82,110/1700,0.23636363636363636,4.900221729490022,9.51922155648143,5.889152161777632e-13,8.244813026488685e-12,6.586551759882878e-12,1350/4729/7381/29796/1340/7388/4695/1351/1327/4709/54205/27089/1329/1345/4700/4694/4725/1337/4726/126328/9377/4717/4711/54539/4728/4718,26
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,26/82,118/1700,0.22033898305084745,4.568003307151716,9.042267886465895,3.5165532685008264e-12,4.3761551785788065e-11,3.4959886295037456e-11,2597/1350/4729/7381/29796/1340/7388/4695/1351/1327/4709/27089/1329/1345/4700/4694/4725/1337/4726/126328/9377/4717/4711/54539/4728/4718,26
Organismal Systems,Environmental adaptation,hsa04714,Thermogenesis,27/82,130/1700,0.2076923076923077,4.305816135084428,8.827036084917486,5.460549832136062e-12,6.115815811992389e-11,4.885755112963845e-11,1350/4729/7381/29796/1340/7388/4695/1351/1327/4709/27089/1329/1345/2181/4700/4694/4725/1337/10063/4726/126328/9377/4717/4711/54539/4728/4718,27
