category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,24/53,82/1700,0.2926829268292683,9.387942936033133,13.962428413319236,2.0366443818002983e-19,1.6700483930762446e-17,1.3506168005623031e-17,7381/4694/4715/1350/1327/10975/54205/4697/1337/4713/1329/1349/4714/4710/1345/9167/4708/1351/29796/4698/4726/1340/54539/6391,24
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,24/53,101/1700,0.2376237623762376,7.621894264898188,12.305705618900792,4.6986692884712134e-17,1.3660955267937252e-15,1.1048012604365175e-15,7381/4694/4715/1350/1327/10975/54205/4697/1337/4713/1329/1349/4714/4710/1345/9167/4708/1351/29796/4698/4726/1340/54539/6391,24
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,27/53,138/1700,0.1956521739130435,6.27563576702215,11.594757155101702,4.997910463879483e-17,1.3660955267937252e-15,1.1048012604365175e-15,7381/4694/4715/1350/8992/1327/10975/54205/4697/1337/4713/1329/1349/4714/4710/1345/9167/9550/4708/1351/29796/4698/4726/1340/9296/54539/6391,27
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,24/53,103/1700,0.23300970873786409,7.473896318006961,12.15681250642093,7.735629085845374e-17,1.5858039625983017e-15,1.2824858747585752e-15,7381/4694/4715/1350/1327/10975/54205/4697/1337/4713/1329/1349/4714/4710/1345/9167/4708/1351/29796/4698/4726/1340/54539/6391,24
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,24/53,110/1700,0.21818181818181817,6.99828473413379,11.665750469188584,4.0519890793235455e-16,5.537718408408845e-15,4.478514245568129e-15,7381/4694/4715/1350/1327/10975/54205/4697/1337/4713/1329/1349/4714/4710/1345/9167/4708/1351/29796/4698/4726/1340/54539/6391,24
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,24/53,110/1700,0.21818181818181817,6.99828473413379,11.665750469188584,4.0519890793235455e-16,5.537718408408845e-15,4.478514245568129e-15,7381/4694/4715/1350/1327/10975/54205/4697/1337/4713/1329/1349/4714/4710/1345/9167/4708/1351/29796/4698/4726/1340/54539/6391,24
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,24/53,112/1700,0.21428571428571427,6.873315363881401,11.533335019608622,6.35234617479159e-16,7.441319804755863e-15,6.018012165592033e-15,7381/4694/4715/1350/1327/10975/54205/4697/1337/4713/1329/1349/4714/4710/1345/9167/4708/1351/29796/4698/4726/1340/54539/6391,24
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,24/53,117/1700,0.20512820512820512,6.579583938074505,11.21610621864206,1.875231698115426e-15,1.9221124905683117e-14,1.5544683813325244e-14,7381/4694/4715/1350/1327/10975/54205/4697/1337/4713/1329/1349/4714/4710/1345/9167/4708/1351/29796/4698/4726/1340/54539/6391,24
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,24/53,118/1700,0.2033898305084746,6.523824752158619,11.154894841676917,2.3128316693446832e-15,2.1072466320696002e-14,1.7041917563592407e-14,7381/4694/4715/1350/1327/10975/4697/1337/4713/1329/1349/2539/4714/4710/1345/9167/4708/1351/29796/4698/4726/1340/54539/6391,24
Organismal Systems,Environmental adaptation,hsa04714,Thermogenesis,23/53,130/1700,0.17692307692307693,5.6748911465892595,9.946749425564466,2.8426874566953364e-13,2.3310037144901757e-12,1.8851506291769073e-12,7381/4694/4715/1350/1327/10975/4697/1337/4713/1329/1349/4714/4710/1345/9167/4708/1351/29796/4698/4726/1340/54539/6391,23
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,23/53,140/1700,0.16428571428571428,5.269541778975741,9.457379379322001,1.520925794875869e-12,1.1337810470892841e-11,9.169217710734906e-12,7381/4694/4715/1350/1327/10975/4697/1337/4713/1329/1349/4714/4710/1345/9167/4708/1351/29796/4698/4726/1340/54539/6391,23
Organismal Systems,Circulatory system,hsa04260,Cardiac muscle contraction,12/53,31/1700,0.3870967741935484,12.41631162507608,11.504462113218477,2.0882582655857505e-11,1.4269764814835962e-10,1.1540374625605464e-10,7381/1350/1327/10975/1337/1329/1349/1345/9167/1351/29796/1340,12
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,10/53,63/1700,0.15873015873015872,5.091344713986223,5.93471450912582,1.3182319118292735e-5,8.315001290000032e-5,6.72458384172018e-5,4694/4715/4697/4713/4714/4710/4708/4698/4726/54539,10
