category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,32/99,82/1700,0.3902439024390244,6.701157920670116,13.155257681641963,1.1490967848647377e-20,1.367425173989038e-18,1.1974798073853584e-18,1347/9377/4697/1327/1340/4729/7381/7388/1337/1350/54539/126328/4694/27089/10975/4725/1351/1345/1349/1329/4710/4713/4726/4714/4716/4728/4695/4708/374291/4696/29796/54205,32
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,38/99,138/1700,0.2753623188405797,4.7284438588786415,11.359134901745524,1.6290024364811752e-18,9.692564497062992e-17,8.487960063770334e-17,1347/9377/4697/1327/1340/4729/7381/7388/9550/1337/1350/54539/126328/4694/27089/10975/4725/1351/1345/1349/1329/4710/4713/533/4726/4714/4716/4728/10063/4695/4708/1353/374291/4696/29796/5464/8992/54205,38
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,32/99,101/1700,0.31683168316831684,5.440544054405441,11.439084255161392,1.8560072676083392e-17,6.760873500964878e-16,5.920623410840539e-16,1347/9377/4697/1327/1340/4729/7381/7388/1337/1350/54539/126328/4694/27089/10975/4725/1351/1345/1349/1329/4710/4713/4726/4714/4716/4728/4695/4708/374291/4696/29796/54205,32
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,33/99,110/1700,0.3,5.151515151515151,11.192394991591684,3.36164359123972e-17,6.760873500964878e-16,5.920623410840539e-16,1347/9377/4697/1327/1340/4729/7381/7388/1337/1350/54539/126328/4694/27089/10975/4725/1351/1345/1349/1329/4710/4713/4726/4714/4716/4728/4695/4708/374291/2876/4696/29796/54205,33
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,33/99,110/1700,0.3,5.151515151515151,11.192394991591684,3.36164359123972e-17,6.760873500964878e-16,5.920623410840539e-16,1347/9377/4697/1327/1340/4729/7381/7388/1337/1350/54539/126328/4694/27089/10975/4725/1351/1345/1349/1329/4710/4713/4726/4714/4716/4728/4695/4708/374291/2876/4696/29796/54205,33
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,32/99,103/1700,0.3106796116504854,5.334902422281062,11.284026596124923,3.6122766343776404e-17,6.760873500964878e-16,5.920623410840539e-16,1347/9377/4697/1327/1340/4729/7381/7388/1337/1350/54539/126328/4694/27089/10975/4725/1351/1345/1349/1329/4710/4713/4726/4714/4716/4728/4695/4708/374291/4696/29796/54205,32
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,34/99,118/1700,0.288135593220339,4.947782913884609,11.051205324794118,3.9769844123322816e-17,6.760873500964878e-16,5.920623410840539e-16,2597/1347/9377/4697/1327/1340/4729/7381/7388/1337/1350/54539/126328/4694/27089/10975/4725/5728/1351/1345/1349/1329/4710/4713/4726/4714/4716/4728/5160/4695/4708/374291/4696/29796,34
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,33/99,112/1700,0.29464285714285715,5.05952380952381,11.050386697376261,6.248999106288769e-17,9.295386170604544e-16,8.140143572665633e-16,2597/1347/9377/4697/1327/1340/4729/7381/7388/1337/1350/54539/126328/4694/27089/10975/4725/1351/1345/1349/1329/4710/4713/4726/4714/4716/4728/4695/4708/374291/4696/29796/54205,33
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,33/99,117/1700,0.28205128205128205,4.843304843304844,10.709666015416053,2.7625475459451355e-16,3.652701755194124e-15,3.1987392637259468e-15,1347/9377/4697/1327/1340/4729/7381/7388/1337/1350/54539/126328/4694/27089/10975/4725/1351/1345/1349/1329/4710/4713/4726/4714/4716/4728/4695/4708/374291/2876/4696/29796/54205,33
Organismal Systems,Environmental adaptation,hsa04714,Thermogenesis,33/99,130/1700,0.25384615384615383,4.358974358974359,9.9071139761545,9.071030665539484e-15,1.0794526491991986e-13,9.452968798825358e-14,1347/9377/4697/1327/1340/4729/7381/7388/1337/1350/54539/126328/4694/27089/10975/4725/1351/1345/1349/1329/4710/4713/4726/4714/4716/4728/10063/4695/4708/1353/374291/4696/29796,33
