category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,21/45,82/1700,0.25609756097560976,9.67479674796748,13.273361507338544,2.4700174860927858e-17,1.4079099670728879e-15,1.0140071785012489e-15,1347/1351/55967/1345/1349/1337/51079/4707/4718/54539/10975/4696/4694/27089/7386/4713/4715/4714/374291/4695/7384,21
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,25/45,140/1700,0.17857142857142858,6.746031746031746,11.69967201415581,7.653514862579155e-17,2.181251735835059e-15,1.5709846296873002e-15,4257/4259/9446/1347/1351/55967/1345/1349/1337/51079/4707/4718/54539/10975/4696/4694/27089/7386/4713/4715/4714/374291/4695/52/7384,25
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,22/45,112/1700,0.19642857142857142,7.420634920634921,11.589526318439653,1.5798564556143276e-15,3.001727265667223e-14,2.161908833998554e-14,1347/1351/55967/1345/1349/1337/51079/4707/4718/54539/10975/4696/4694/27089/7386/4713/4715/4714/374291/3028/4695/7384,22
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,21/45,101/1700,0.2079207920792079,7.854785478547854,11.709389978478441,2.6481252922637693e-15,3.773578541475871e-14,2.717812799954921e-14,1347/1351/55967/1345/1349/1337/51079/4707/4718/54539/10975/4696/4694/27089/7386/4713/4715/4714/374291/4695/7384,21
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,21/45,103/1700,0.20388349514563106,7.702265372168285,11.5688907807558,4.070050904469001e-15,4.048805024491129e-14,2.916036859744303e-14,1347/1351/55967/1345/1349/1337/51079/4707/4718/54539/10975/4696/4694/27089/7386/4713/4715/4714/374291/4695/7384,21
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,22/45,117/1700,0.18803418803418803,7.103513770180436,11.278110605312055,4.2619000257801354e-15,4.048805024491129e-14,2.916036859744303e-14,1347/1351/55967/1345/1349/1337/51079/4707/4718/54539/10975/4696/4694/27089/7386/4713/4715/4714/374291/3028/4695/7384,22
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,21/45,110/1700,0.19090909090909092,7.212121212121213,11.105590328951873,1.6994450446320772e-14,1.210854594300355e-13,8.720836413243554e-14,1347/1351/55967/1345/1349/1337/51079/4707/4718/54539/10975/4696/4694/27089/7386/4713/4715/4714/374291/4695/7384,21
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,21/45,110/1700,0.19090909090909092,7.212121212121213,11.105590328951873,1.6994450446320772e-14,1.210854594300355e-13,8.720836413243554e-14,1347/1351/55967/1345/1349/1337/51079/4707/4718/54539/10975/4696/4694/27089/7386/4713/4715/4714/374291/4695/7384,21
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,21/45,118/1700,0.17796610169491525,6.723163841807909,10.623751176354434,7.662274338230406e-14,4.852773747545923e-13,3.495072505157729e-13,1347/1351/55967/1345/1349/1337/51079/4707/4718/54539/10975/4696/4694/27089/7386/4713/4715/4714/374291/4695/7384,21
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,22/45,138/1700,0.15942028985507245,6.022544283413849,10.146745096068926,1.68499846026392e-13,9.604491223504344e-13,6.917362100030829e-13,1347/1351/55967/1345/1349/1337/51079/9550/4707/4718/54539/10975/4696/4694/27089/7386/4713/4715/4714/374291/4695/7384,22
Organismal Systems,Environmental adaptation,hsa04714,Thermogenesis,21/45,130/1700,0.16153846153846155,6.102564102564103,9.979626017920765,5.918357484736342e-13,3.06678524209065e-12,2.2087649943035153e-12,1347/1351/55967/1345/1349/1337/51079/4707/4718/54539/10975/4696/4694/27089/7386/4713/4715/4714/374291/4695/7384,21
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,12/45,63/1700,0.19047619047619047,7.195767195767195,8.261234940261328,2.5648622412105615e-8,1.2183095645750166e-7,8.77452871993087e-8,55967/51079/4707/4718/54539/4696/4694/4713/4715/4714/374291/4695,12
Organismal Systems,Circulatory system,hsa04260,Cardiac muscle contraction,9/45,31/1700,0.2903225806451613,10.967741935483872,9.23322484336233,3.6428445888156225e-8,1.5972472427883884e-7,1.1503719754154597e-7,1347/1351/1345/1349/1337/10975/27089/7386/7384,9
