category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,17/42,82/1700,0.2073170731707317,8.391405342624855,10.916257174566622,7.555504309592067e-13,5.59107318909813e-11,4.6923658343782314e-11,7381/1327/1350/4707/1340/7388/4697/4713/4711/27089/1351/9377/1345/126328/1337/374291/4714,17
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,17/42,101/1700,0.16831683168316833,6.812824139556813,9.58413032473586,2.8201896256465888e-11,9.504655501641262e-10,7.976880150737333e-10,7381/1327/1350/4707/1340/7388/4697/4713/4711/27089/1351/9377/1345/126328/1337/374291/4714,17
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,17/42,103/1700,0.1650485436893204,6.680536292186779,9.464214280406066,3.935188665042567e-11,9.504655501641262e-10,7.976880150737333e-10,7381/1327/1350/4707/1340/7388/4697/4713/4711/27089/1351/9377/1345/126328/1337/374291/4714,17
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,19/42,138/1700,0.13768115942028986,5.5728088336783985,8.916843533839563,5.137651622508791e-11,9.504655501641262e-10,7.976880150737333e-10,7381/1327/1350/4707/1340/7388/4697/4713/4711/27089/1351/9377/1345/126328/533/1337/374291/9550/4714,19
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,17/42,110/1700,0.15454545454545454,6.255411255411256,9.068460356607565,1.1916564539159302e-10,1.4697096264963139e-9,1.233468961070875e-9,7381/1327/1350/4707/1340/7388/4697/4713/4711/27089/1351/9377/1345/126328/1337/374291/4714,17
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,17/42,110/1700,0.15454545454545454,6.255411255411256,9.068460356607565,1.1916564539159302e-10,1.4697096264963139e-9,1.233468961070875e-9,7381/1327/1350/4707/1340/7388/4697/4713/4711/27089/1351/9377/1345/126328/1337/374291/4714,17
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,17/42,112/1700,0.15178571428571427,6.1437074829931975,8.961673073622974,1.6104446697174206e-10,1.7024700794155588e-9,1.4288155716289899e-9,7381/1327/1350/4707/1340/7388/4697/4713/4711/27089/1351/9377/1345/126328/1337/374291/4714,17
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,17/42,117/1700,0.1452991452991453,5.881155881155881,8.705710523076606,3.3271235637599264e-10,3.077589296477932e-9,2.5828985560767854e-9,7381/1327/1350/4707/1340/7388/4697/4713/4711/27089/1351/9377/1345/126328/1337/374291/4714,17
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,17/42,118/1700,0.1440677966101695,5.831315577078289,8.656298852506659,3.829654765622418e-10,3.148827251733988e-9,2.642685744698511e-9,7381/1327/1350/4707/1340/7388/4697/4713/4711/27089/1351/9377/1345/126328/1337/374291/4714,17
Organismal Systems,Circulatory system,hsa04260,Cardiac muscle contraction,10/42,31/1700,0.3225806451612903,13.056835637480798,10.779908898379423,8.364920674857601e-10,6.190041299394625e-9,5.195055998069458e-9,7381/1327/1350/1340/7388/27089/1351/9377/1345/1337,10
Organismal Systems,Environmental adaptation,hsa04714,Thermogenesis,17/42,130/1700,0.13076923076923078,5.293040293040294,8.104307035518245,1.866653936839907e-9,1.2557490120559376e-8,1.0539003088378424e-8,7381/1327/1350/4707/1340/7388/4697/4713/4711/27089/1351/9377/1345/126328/1337/374291/4714,17
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,17/42,140/1700,0.12142857142857143,4.914965986394558,7.694116952504774,6.141318868008276e-9,3.7871466352717706e-8,3.178401870284985e-8,7381/1327/1350/4707/1340/7388/4697/4713/4711/27089/1351/9377/1345/126328/1337/374291/4714,17
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,7/42,63/1700,0.1111111111111111,4.497354497354498,4.501058545434522,6.638804624293126e-4,0.0037790118630591637,0.0031715746788121006,4707/4697/4713/4711/126328/374291/4714,7
Cellular Processes,Transport and catabolism,hsa04142,Lysosome,5/42,51/1700,0.09803921568627451,3.968253968253968,3.4245608608220124,0.007311030851578053,0.03864402021548399,0.03243239249948159,2760/5660/427/3988/533,5
