gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
GCNT4,1.7628174018804503,1.3685067659904004,0.36096137781665627,3.7912830848221897,1.4987101066728725e-4,0.010463721472043327
AGPAT4,2.963939054618994,-0.9985517324008931,0.30197372033678205,-3.3067504393668394,9.43849384055226e-4,0.031120397057762456
PDE3B,20.208743971189957,0.8525466622051678,0.18293024594971183,4.660501371870105,3.1544005827413017e-6,8.075265491817732e-4
ACOT7,5.1660566346216665,-0.8045956963662045,0.1873401951322333,-4.294837505631314,1.748213364149129e-5,0.0027965274897162073
IL4I1,3.8943420950386862,0.7960079597905397,0.24513241020506146,3.2472571012729508,0.0011652307781219802,0.032334362261120894
PDE4A,7.192671227616517,-0.73654426094718,0.17350384917768089,-4.245117698760122,2.184787101340787e-5,0.0027965274897162073
GALNT6,7.705492052174272,-0.6955739760097408,0.1631833555331123,-4.26253016882349,2.0212520003113268e-5,0.0027965274897162073
GLUD1,28.293590493788763,-0.6758404405561153,0.1003162542170693,-6.737098048873497,1.6158115191481704e-11,1.2409432467057948e-8
CPT1A,5.30523797030433,-0.6335143625954681,0.1891077221054849,-3.350018473820396,8.080617087339868e-4,0.030981710985995312
DGKH,4.9386999440779356,0.6239858982381964,0.19128193925533105,3.2621265795788186,0.0011057975486834057,0.032334362261120894
HMGCS1,8.897196054320471,-0.5721938132958566,0.11625582851074184,-4.921850548275839,8.572967371563616e-7,3.2920194706804285e-4
NEU1,12.930204857725997,-0.5630196620100497,0.14608253452490225,-3.854120301520874,1.1614647923249076e-4,0.00892004960505529
PDE4D,25.437398778990925,0.4767726472615928,0.144548380552827,3.298360351310545,9.725124080550767e-4,0.031120397057762456
PTS,7.926164996785515,-0.47037073653160477,0.115355557470301,-4.0775732599853685,4.550819317346322e-5,0.004368786544652469
GPAA1,9.502759651010969,-0.46311344946280447,0.12636189079410462,-3.6649772059631993,2.473606126965147e-4,0.012664863370061553
MTHFD2,22.905379961053345,-0.44651736945000253,0.1400163844014676,-3.189036564247422,0.001427478206872374,0.037803560788895976
LPIN2,29.386635853991603,0.4382010766722015,0.13129671733375234,3.337486919481067,8.453970103426739e-4,0.030981710985995312
CA5B,10.753310720853976,-0.42173058734079705,0.1273047524587058,-3.312763892908044,9.237893016266005e-4,0.031120397057762456
ACYP1,9.460014396542608,0.3940292873837662,0.10547129124760328,3.735891375964548,1.8705140546296174e-4,0.01105042149196574
B3GAT3,16.160334278670565,0.3136044218746818,0.0962199412152027,3.259245619089325,0.0011170890921532019,0.032334362261120894
FNTA,18.600934686118688,0.311359027426069,0.08789193427878243,3.5425210513455805,3.963217886733239e-4,0.01790441962947722
IDI1,37.92319843025667,-0.2997864882182309,0.08232056012787557,-3.6416964091661534,2.708473682379969e-4,0.013000673675423851
ACADVL,23.548514843343828,-0.2732988986460675,0.07838118666452434,-3.48679205146257,4.888513047749145e-4,0.020857655670396352
MGAT4A,40.48302285959875,0.2688854810556491,0.08288837159643833,3.2439469599521358,0.0011788569574366994,0.032334362261120894
ALG13,19.11218954506815,-0.2676260513136925,0.08588577445095692,-3.1160696055260484,0.0018327900561958608,0.04540589558575552
HMOX2,34.38343368235299,-0.23283089495988965,0.06229905799576493,-3.7373100404779382,1.8599951547723417e-4,0.01105042149196574
UQCR10,60.5741022805784,0.22839267719229725,0.05571874793413276,4.099027448755469,4.1488983487285006e-5,0.004368786544652469
NDUFS8,26.972878304216653,0.20889556181618518,0.0565056881017557,3.696894398312699,2.1825307610174612e-4,0.011972740174724357
NDUFB5,26.18473762264307,0.20425891503305174,0.06504940447948532,3.1400581860433334,0.0016891428146609436,0.04324205605532016
LDHB,134.55697578122061,0.2009340848786769,0.060215628323531285,3.336909212324122,8.471561597733093e-4,0.030981710985995312
COX7A2,132.74217503577879,-0.16429053959527454,0.04236936837246616,-3.877578210536628,1.0550141749360602e-4,0.00892004960505529
