category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,50/319,82/1700,0.6097560975609756,3.249483905497362,10.03219001818607,3.580627910370808e-18,6.73158047149712e-16,6.030531217466625e-16,51079/4725/10975/7388/1351/4708/9377/4697/54205/9167/1350/7381/5291/1340/29796/1327/1329/4711/4713/1345/1337/4696/4707/27089/7386/4695/1347/1349/4710/6391/54539/7385/374291/4706/4694/126328/4729/55967/4716/4714/4724/4726/4728/6392/4717/4705/4712/4698/4715/4718,50
Human Diseases,Neurodegenerative disease,hsa05020,Prion disease,50/319,101/1700,0.49504950495049505,2.6381948539681552,8.156375361113433,4.0790506552723477e-13,3.119215959628742e-11,2.7943704005632633e-11,51079/4725/10975/7388/1351/4708/9377/4697/54205/9167/1350/7381/5291/1340/29796/1327/1329/4711/4713/1345/1337/4696/4707/27089/7386/4695/1347/1349/4710/6391/54539/7385/374291/4706/4694/126328/4729/55967/4716/4714/4724/4726/4728/6392/4717/4705/4712/4698/4715/4718,50
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,61/319,138/1700,0.4420289855072464,2.3556403616373633,7.982496021566396,4.977472276003312e-13,3.119215959628742e-11,2.7943704005632633e-11,8992/51079/90423/4725/10975/7388/1351/4708/9377/4697/54205/9167/1350/1352/7381/1340/29796/1327/9296/1329/4711/4713/1345/1337/4696/4707/9550/51606/27089/5464/7386/4695/1347/10312/1349/4710/6391/54539/7385/374291/4706/4694/126328/4729/51382/533/55967/4716/4714/4724/4726/4728/6392/4717/10063/4705/9114/4712/4698/4715/4718,61
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,52/319,110/1700,0.4727272727272727,2.519236249643773,7.916227859893475,1.3684887030980537e-12,6.431896904560853e-11,5.762057697254964e-11,2878/51079/4725/2876/10975/7388/1351/4708/9377/4697/54205/9167/1350/7381/1340/29796/1327/1329/4711/4713/1345/1337/4696/4707/27089/7386/4695/1347/1349/4710/6391/54539/7385/374291/4706/4694/126328/4729/55967/4716/4714/4724/4726/847/4728/6392/4717/4705/4712/4698/4715/4718,52
Human Diseases,Neurodegenerative disease,hsa05010,Alzheimer disease,52/319,112/1700,0.4642857142857143,2.4742498880429915,7.756218899468166,3.3604767156074934e-12,1.2635392450684176e-10,1.1319500515730505e-10,5743/2597/51079/4725/10975/7388/1351/4708/9377/4697/54205/9167/1350/7381/5291/1340/29796/1327/1329/4711/4713/1345/1337/4696/4707/27089/7386/4695/1347/1349/4710/6391/54539/7385/374291/4706/4694/126328/4729/55967/4716/4714/4724/4726/4728/6392/4717/4705/4712/4698/4715/4718,52
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,49/319,103/1700,0.47572815533980584,2.535228414036583,7.7238591531119996,5.005612686013136e-12,1.5684253082841158e-10,1.4050842627405295e-10,51079/4725/10975/7388/1351/4708/9377/4697/54205/9167/1350/7381/1340/29796/1327/1329/4711/4713/1345/1337/4696/4707/27089/7386/4695/1347/1349/4710/6391/54539/7385/374291/4706/4694/126328/4729/55967/4716/4714/4724/4726/4728/6392/4717/4705/4712/4698/4715/4718,49
Human Diseases,Neurodegenerative disease,hsa05016,Huntington disease,51/319,110/1700,0.4636363636363636,2.470789398689085,7.6637876542694094,6.022867224541253e-12,1.6060897983351854e-10,1.4388262471087888e-10,2878/51079/4725/2876/10975/7388/1351/4708/9377/4697/54205/9167/1350/7381/1340/29796/1327/1329/4711/4713/1345/1337/4696/4707/27089/7386/4695/1347/1349/4710/6391/54539/7385/374291/4706/4694/126328/4729/55967/4716/4714/4724/4726/4728/6392/4717/4705/4712/4698/4715/4718,51
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,53/319,117/1700,0.452991452991453,2.41406103475069,7.615805083466932,6.834424673766746e-12,1.6060897983351854e-10,1.4388262471087888e-10,5743/2878/51079/4725/2876/10975/7388/1351/4708/9377/4697/54205/9167/1350/7381/1340/29796/1327/1329/4711/4713/1345/1337/4696/4707/27089/7386/4695/1347/1349/4710/6391/54539/7385/374291/4706/4694/126328/4729/55967/4716/4714/4724/4726/847/4728/6392/4717/4705/4712/4698/4715/4718,53
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,52/319,118/1700,0.4406779661016949,2.3484405717018224,7.295663031217003,4.1569308826237045e-11,8.683366732591738e-10,7.779051944091143e-10,2997/2597/51079/4725/10975/7388/1351/2936/4708/9377/4697/9167/1350/7381/5291/1340/29796/1327/1329/4711/4713/1345/1337/4696/4707/27089/7386/4695/1347/1349/4710/6391/54539/7385/374291/4706/4694/126328/4729/55967/4716/4714/4724/4726/4728/6392/4717/4705/4712/4698/4715/4718,52
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,56/319,140/1700,0.4,2.1316614420062696,6.716042398506072,6.944729377056196e-10,1.305609122886565e-8,1.1696386319252543e-8,4257/4258/51079/4725/10975/7388/1351/4708/9377/4697/9167/1350/7381/5291/1340/9446/29796/1327/1329/4711/4713/1345/1337/4696/4707/27089/7386/10327/4695/1347/52/1349/4710/6391/54539/7385/374291/4706/4694/126328/4729/55967/4716/4714/4724/4726/847/4728/4259/6392/4717/4705/4712/4698/4715/4718,56
